,Unnamed: 0,country,description,points,price,province,title,variety,description_preprocessed
2163,2163,US,"High-toned aromatics complement aggressive, unintegrated flavors of raw wood. It's lumber, not toast, that you taste, along with bitter tannins and little evidence of ripe fruit.",84,85.0,Oregon,Wetzel Estate 2012 Premier Cuvée Pinot Noir (Willamette Valley),Pinot Noir,high - tone aromatic complement aggressive unintegrated flavor raw wood lumber toast taste along bitter tannin little evidence ripe fruit
2164,2164,US,"Crushed stones and river rocks take center stage in this elegant off-dry Riesling. It's gorgeously mineral, yet also anchored against a backdrop of crisp cutting yellow-peach, tangerine and lemon flavors. It's a zesty, invigorating wine with a clean but persistent finish.",90,22.0,New York,Keuka Spring 2016 Humphrey's Vineyard Riesling (Finger Lakes),Riesling,crush stone river rock take center stage elegant off - dry riesling gorgeously mineral yet also anchor backdrop crisp cut yellow - peach tangerine lemon flavor zesty invigorate wine clean persistent finish
2165,2165,US,"Peach and blossom notes abound on this delightfully fresh fruity wine. Its sunny stone-fruit flavors are concentrated and juicy, balanced against zesty lime acidity and a meandering pollen finish. Sprightly in texture yet buoyant.",90,17.0,New York,Keuka Spring 2016 Semi Dry Riesling (Finger Lakes),Riesling,peach blossom note abound delightfully fresh fruity wine sunny stone - fruit flavor concentrate juicy balanced zesty lime acidity meander pollen finish sprightly texture yet buoyant
2166,2166,Greece,"Thyme and crushed herbs on the nose of this red lead into flavors of sweet spice, smoked meat and boysenberry. The wine has an exotic spin and a balanced overall character. Elegant and distinctive.",90,15.0,Nemea,Kintonis 2012 Agiorgitiko (Nemea),Agiorgitiko,thyme crush herbs nose red lead flavor sweet spice smoke meat boysenberry wine exotic spin balance overall character elegant distinctive
2167,2167,US,"Strawberry and watermelon highlight a light, creamy palate of vanilla and lemon peel, the freshness maintained by moderate acidity.",90,24.0,California,Kokomo 2016 Pauline's Vineyard Grenache Rosé (Dry Creek Valley),Rosé,strawberry watermelon highlight light creamy palate vanilla lemon peel freshness maintain moderate acidity
2168,2168,US,"Pretty and floral, juicy and substantial, this wine delivers in flavor and texture, conveying caramel, baked pear and pineapple. Notable oak wraps around the fruit, ending with hazelnut and nutmeg.",90,30.0,California,La Crema 2015 Chardonnay (Russian River Valley),Chardonnay,pretty floral juicy substantial wine deliver flavor texture convey caramel bake pear pineapple notable oak wrap around fruit end hazelnut nutmeg
2169,2169,US,"A touch of smoky petrol in the aroma and flavor adds intrigue to this full-bodied, creamy-textured wine. A lot of effort in the winery, including native fermentation, 33% new French barrels and lees stirring helped it have a good sense of depth and richness without being overripe, contributing a mouthflling sensation and lingering finish.",90,28.0,California,La Folia Winery 2015 Vermentino (Sierra Foothills),Vermentino,touch smoky petrol aroma flavor add intrigue full - bodied creamy - texture wine lot effort winery include native fermentation 33 new french barrel lee stir help good sense depth richness without overripe contribute mouthflling sensation linger finish
2170,2170,Austria,"The restrained nose just gives a glimpse of lemon freshness. Lemon notes intensify on the palate, where they attain a lovely textural feel of pith and zest. A slender wine, it still carries a hint of yeast on the midpalate, but is subtle, clean, slender and fine. The finish is dry and refreshing.",90,25.0,Wachau,Malat 2016 Ried am Zaum Hefeabzug Pinot Blanc (Wachau),Pinot Blanc,restrain nose give glimpse lemon freshness lemon note intensify palate attain lovely textural feel pith zest slender wine still carry hint yeast midpalate subtle clean slender fine finish dry refreshing
2171,2171,Italy,"Tight and focused, this opens with aromas of wild berry, red rose, culinary spice and a whisper of menthol. Chiseled and austere, the palate offers sour cherry, pomegranate, white pepper and a hint of anise. Youthfully assertive fine-grained tannins and bright acidity provide the framework. Give it time to soften and fully develop. Drink 2023–2033.",90,107.0,Piedmont,Marchesi di Barolo 2013 Cannubi  (Barolo),Nebbiolo,tight focused open aromas wild berry red rise culinary spice whisper menthol chisel austere palate offer sour cherry pomegranate white pepper hint anise youthfully assertive fine - grain tannin bright acidity provide framework give time soften fully develop drink 2023–2033
2172,2172,US,"This 100% varietal wine brings lightly styled aromas of green grass, herb, snap pea and whiffs of green pepper. The palate is full bodied and textured, bringing a sense of richness but never losing its balance. It lingers on the finish.",90,35.0,Washington,Matthews 2016 Reserve Sauvignon Blanc (Columbia Valley (WA)),Sauvignon Blanc,100 varietal wine bring lightly style aromas green grass herb snap pea whiff green pepper palate full bodied textured bringing sense richness never lose balance linger finish
2173,2173,Italy,"Rose petal, underbrush, grilled herb and game aromas take shape in the glass along with a balsamic note. On the firm full-bodied palate, hints of baking spice accent ripe (almost overripe) morello cherry and raspberry. Close-grained tannins give it an assertive finish. It's already almost accessible. Drink 2021–2028.",90,58.0,Piedmont,Monchiero 2013 Rocche di Castiglione  (Barolo),Nebbiolo,rise petal underbrush grill herb game aroma take shape glass along balsamic note firm full - bodied palate hint bake spice accent ripe almost overripe morello cherry raspberry close - grain tannin give assertive finish already almost accessible drink 2021–2028
2174,2174,US,"Made as an ice wine, this sweet treat smells nutty, honeyed and a touch earthy It tastes rich, like salted peanuts coated with toffee and apricot syrup. The texture is viscous, palate-clinging and persistent, holding unctuous flavors for a long finish.",90,32.0,California,Mt. Konocti Winery 2015 Vin de Glace Muscat (Lake County),Muscat,make ice wine sweet treat smell nutty honey touch earthy taste rich like salt peanut coated toffee apricot syrup texture viscous palate - cling persistent hold unctuous flavor long finish
2175,2175,Spain,"If you are of the school that says rosé from Provence is the world's gold standard, then give this excellent newcomer a try. Brief skin contact has created a light color and sense of elegance on the nose and palate. Flavors of cantaloupe and peach are lightly sweet but cut by ample acidity. Drink as soon as possible to capture this wine's fresh essence.",90,31.0,Northern Spain,Muga 2016 Flor de Muga Rosé (Rioja),Rosé,school say rosé provence world gold standard give excellent newcomer try brief skin contact create light color sense elegance nose palate flavors cantaloupe peach lightly sweet cut ample acidity drink soon possible capture wine fresh essence
2176,2176,US,"Pretty pink in color, this wine is inviting in aromatics, offering a depth of fresh strawberry and watermelon atop a substantial mouthfeel of body and weight. It finishes balanced and dry.",90,32.0,California,Paraduxx 2016 Rosé (Napa Valley),Rosé,pretty pink color wine invite aromatic offer depth fresh strawberry watermelon atop substantial mouthfeel body weight finish balance dry
2177,2177,US,"Medium in build and lengthy with layers of flavor, this vineyard-designate offers a wealth of rhubarb, pomegranate, cherry and black tea, the background built around strong notions of forest floor.",90,60.0,California,Peter Paul Wines 2014 Frere Vineyard Pinot Noir (Russian River Valley),Pinot Noir,medium build lengthy layer flavor vineyard - designate offer wealth rhubarb pomegranate cherry black tea background build around strong notion forest floor
2178,2178,Austria,"Soft notes of green bell pepper, nettle and grass give this a fresh aspect. The slender palate then adds lemon, giving a focused zestiness, with glimpses of boxwood. The wine is citric, slender and very refreshing.",90,16.0,Niederösterreich,Pratsch 2016 Ried Kittel Sauvignon Blanc (Niederösterreich),Sauvignon Blanc,soft note green bell pepper nettle grass give fresh aspect slender palate add lemon give focused zestiness glimpse boxwood wine citric slender refresh
2179,2179,Spain,"This aerated, yellow-tinted brut nature smells mature, bready and buttery. The palate is full bodied, yeasty and anything but sweet. Salted citrus and papaya flavors are nutty and hold steady on a slightly flat finish. Drink now.",90,31.0,Catalonia,Maria Casanovas NV Glaç Brut Nature Sparkling (Cava),Sparkling Blend,aerate yellow - tint brut nature smell mature bready buttery palate full bodied yeasty anything sweet salt citrus papaya flavor nutty hold steady slightly flat finish drink
2180,2180,France,"A year older than the other rosés tasted for this report, this is mossy and developed, yet retains a hint of red berries. It's earthy, chocolaty and rich, with along, lingering, savory finish. Drink up.",90,23.0,Rhône Valley,E. Guigal 2015  Tavel,Rosé,year old rosés taste report mossy develop yet retain hint red berries earthy chocolaty rich along linger savory finish drink
2181,2181,Spain,"Aromas of tobacco, wood grain, plum and cherry set up a plucky, lively palate with hard tannins. Spicy plum and berry flavors finish steady and drawing. Drunk now through 2023.",90,30.0,Northern Spain,Eduardo Garrido García 2011 Reserva  (Rioja),Tempranillo Blend,aromas tobacco wood grain plum cherry set plucky lively palate hard tannin spicy plum berry flavor finish steady drawing drunk 2023
2182,2182,US,"Don't let the playful label fool you, this is an impressive, dry wine. Big, very ripe and fruity, it also has a good grippy texture due to firm tannins and acidity that make it appetizing. The color is quite dark, and the black cherry, blackberry and raspberry flavors run deep.",90,25.0,California,Hart 2 Hart 2014 Ryker Red; Pilot Ridge Vineyard; Estate Grown Red (El Dorado),Bordeaux-style Red Blend,not let playful label fool impressive dry wine big ripe fruity also good grippy texture due firm tannin acidity make appetizing color quite dark black cherry blackberry raspberry flavor run deep
2183,2183,Greece,"Lemon zest, mango and flowers lead the nose on this elegant Malagousia. Smooth and silky with juicy orange and citrus flavors, the wine has an elegant overall character.",89,18.0,Peloponnese,Kintonis 2015 M Malagousia (Peloponnese),Malagousia,lemon zest mango flower lead nose elegant malagousia smooth silky juicy orange citrus flavor wine elegant overall character
2184,2184,US,"This wine is 95% Sangiovese and 5% Aglianico, hailing from Seven Hills, Loess, Mill Creek Upland and Serra Pedace vineyards. Aromas of cranberry, raspberry, and fruit leather lead to quite tart cranberry flavors. The concentration doesn't quite seem all there to stand up by itself but it should fit in well at the dinner table.",89,70.0,Washington,Leonetti Cellar 2014 Sangiovese (Walla Walla Valley (WA)),Sangiovese,wine 95 sangiovese 5 aglianico hail seven hill loess mill creek upland serra pedace vineyard aromas cranberry raspberry fruit leather lead quite tart cranberry flavor concentration not quite seem stand fit well dinner table
2185,2185,Greece,"Fresh lemon, sea salt and grapefruit aromas lead this buoyant pour from Crete. On the palate, appealing flavors of ripe lemon, tropical fruit and spice give it weight enough to pair with heartier dishes. That said, it finishes clean with a peppery finish.",89,16.0,Crete,Lyrarakis 2015 Vóila Vineyard Assyrtiko (Crete),Assyrtiko,fresh lemon sea salt grapefruit aroma lead buoyant pour crete palate appeal flavor ripe lemon tropical fruit spice give weight enough pair hearty dish say finish clean peppery finish
2186,2186,Italy,"This offers aromas of red berry, leafy underbrush and a whiff of chopped mint. The juicy palate delivers succulent black cherry, orange zest and ground pepper alongside sleek tannins.",89,25.0,Piedmont,Mirafiore 2015  Barbera d'Alba Superiore,Barbera,offer aromas red berry leafy underbrush whiff chop mint juicy palate deliver succulent black cherry orange zest ground pepper alongside sleek tannin
2187,2187,US,"As effusive in flavor as a bowl full of orchard fruits, this wine exudes fresh apple, melon and spearmint aromas backed by ripe yet crisp flavors that carry a vein of apple blossoms. It's not sweet, but it has a pleasant softness around the edges of the mouthfeel.",89,13.0,California,Muddy Boot 2015 Chenin Blanc (Clarksburg),Chenin Blanc,effusive flavor bowl full orchard fruit wine exude fresh apple melon spearmint aromas back ripe yet crisp flavor carry vein apple blossom sweet pleasant softness around edge mouthfeel
2188,2188,US,"A touch of Riesling accentuates the fresh citrusy backbone on this Cabernet Sauvignon rosé. Dry in style with a sprightly light-footed tone, it offers loads of concentrated cherry and berry flavors. The finish is brisk and clean.",89,15.0,New York,Osprey's Dominion 2016 Dry Rosé (North Fork of Long Island),Rosé,touch riesle accentuate fresh citrusy backbone cabernet sauvignon rosé dry style sprightly light - foot tone offer load concentrated cherry berry flavor finish brisk clean
2189,2189,US,"Quite powerful and oaky in style, this full-bodied wine matches ripeness with firm tannins, carrying a hint of brown-sugar sweetness from the aroma through the finish. It's dry, but the spicy effect of new-oak barrels adds a pastry-like accent, which the texture balances with a welcome bite of astringency.",89,30.0,California,Parducci 2015 True Grit Reserve Cabernet Sauvignon (Mendocino),Cabernet Sauvignon,quite powerful oaky style full - bodied wine match ripeness firm tannin carry hint brown - sugar sweetness aroma finish dry spicy effect new - oak barrel add pastry - like accent texture balance welcome bite astringency
2190,2190,US,"Slightly sour Meyer-lemon-pith aromas meet with honeysuckle and yellow pear on the nose of this bottling by veteran Bob Lindquist. There is a strong sizzle of acidity on the sip, where green-apple flavors meet with tart nectarine and lime-peel zip. It's very fresh and food-friendly.",89,20.0,California,Qupé 2015 Y Block Chardonnay (Santa Barbara County),Chardonnay,slightly sour meyer - lemon - pith aromas meet honeysuckle yellow pear nose bottle veteran bob lindquist strong sizzle acidity sip green - apple flavor meet tart nectarine lime - peel zip fresh food - friendly
2191,2191,US,"Black-cherry-cola aromas along with lots of licorice and Dr Pepper spice show on the nose of this bottling from a relatively new winery in northeast Paso Robles. There is slight sweetness to the palate, with baked cherry and baking-spice flavors. Accents of dried blackberry, leather, dried meat and purple flower add complexity.",89,35.0,California,Record Family Wines 2014 Reserve Syrah (Paso Robles),Syrah,black - cherry - cola aroma along lots licorice dr pepper spice show nose bottle relatively new winery northeast paso roble slight sweetness palate baked cherry baking - spice flavor accent dry blackberry leather dry meat purple flower add complexity
2192,2192,US,"Boisterous blueberry, black cherry and black-currant aromas make for a hedonistic nose on this bottling that also offers a sultry line of cocoa, espresso and clove spice. The palate shows similar layering, from black-cherry compote to herbs to black olives, proving unique overall.",89,34.0,California,Sculpterra 2014 Estate Cabernet Sauvignon (Paso Robles),Cabernet Sauvignon,boisterous blueberry black cherry black - currant aroma make hedonistic nose bottle also offer sultry line cocoa espresso clove spice palate show similar layer black - cherry compote herb black olive prove unique overall
2193,2193,US,"This wine is a unique in the state blend and features Cinsault (35%), Grenache (35%) and Mourvèdre. Pale peach in color with a slight bronze tinge, the aromas are light, with notes of strawberry, citrus zest and mineral. The flavors are dry, sleek and high acid. It's a perfect summer wine.",89,24.0,Washington,Syncline 2016 McKinley Springs Vineyard Rosé (Horse Heaven Hills),Rosé,wine unique state blend feature cinsault 35 grenache 35 mourvèdre pale peach color slight bronze tinge aromas light note strawberry citrus zest mineral flavor dry sleek high acid perfect summer wine
2194,2194,Chile,"Highly herbal aromas shadow black cherry, plum, oregano and beet scents. This feels plump and full, while the flavor profile is pure Carmenère—herbal, minty and peppery as well as black-fruit driven. Heat, herbs and spice are draped on the finish of this love-it-or-leave-it Chilean specialty.",88,20.0,Colchagua Valley,Casa Silva 2013 Los Lingues Vineyard Carmenère (Colchagua Valley),Carmenère,highly herbal aromas shadow black cherry plum oregano beet scent feel plump full flavor profile pure carmenère — herbal minty peppery well black - fruit drive heat herb spice drape finish love - it - or - leave - it chilean specialty
2195,2195,US,"Fresh-squeezed lemon and jalapeño open the bouquet of this wine, kosher-made in Berkeley by Covenant. With the right pairing, it'll sing, offering medium texture and a lengthy finish, the acidity balanced and in keeping with the fresh elements of tropical fruit and citrus.",88,24.0,California,Red C 2014 Allan Nelson Vineyard Sauvignon Blanc (Dry Creek Valley),Sauvignon Blanc,fresh - squeeze lemon jalapeño open bouquet wine kosher - make berkeley covenant right pair sing offer medium texture lengthy finish acidity balance keep fresh element tropical fruit citrus
2196,2196,US,"Floral aromas like lilac and lavender, then dry and substantial flavors like blueberry and boysenberry give this full-bodied wine an interesting personality. It tastes well structured with acidity and tannins, so it's well balanced and has an appetizing sense of reserve that will be great at the table.",88,25.0,California,Rock Wall 2012 Heringer Vineyard Teroldego (Yolo County),Teroldego,floral aroma like lilac lavender dry substantial flavor like blueberry boysenberry give full - bodied wine interesting personality taste well structured acidity tannin well balanced appetize sense reserve great table
2197,2197,US,"Rich aromas of black cherry, anise seeds and buttered violets greet the nose on this dense bottling of a grape that rarely gets solo treatment. The palate is tarry and grippy, with dried sour cherries, boysenberry, black pepper and tightly grained cedar flavors that approach pine sap.",88,30.0,California,Santa Barbara Winery 2012 Curtis Vineyard Petit Verdot (Santa Ynez Valley),Petit Verdot,rich aromas black cherry anise seed butter violet greet nose dense bottle grape rarely get solo treatment palate tarry grippy dry sour cherry boysenberry black pepper tightly grain cedar flavor approach pine sap
2198,2198,Italy,"Aromas of ripe black plum, underbrush and exotic spice come together on this brawny red. The firm palate offers black cherry extract, blackberry jam, licorice and mocha alongside chewy tannins.",88,50.0,Veneto,Santi 2010  Amarone della Valpolicella Classico,Red Blend,aromas ripe black plum underbrush exotic spice come together brawny red firm palate offer black cherry extract blackberry jam licorice mocha alongside chewy tannin
2199,2199,France,"While the nose gives little away here apart from the slightest lemon flavors, the palate is lightly textured and shows straitlaced lemon freshness with bright rays of zesty fruit. It's an ideal, refreshing apéritif for warm summer days.",88,18.0,Alsace,Sipp Mack 2014 Tradition Riesling (Alsace),Riesling,nose give little away apart slight lemon flavor palate lightly texture show straitlace lemon freshness bright ray zesty fruit ideal refresh apéritif warm summer day
2200,2200,US,"Smooth and spicy, this wine explodes in layers of cinnamon and clove dusted in sugary plum and black cherry, a powerful weight and degree of ripeness at its core. The finish is soft and lengthy in vanilla oak.",88,62.0,California,Terlato 2012 Cabernet Sauvignon (Rutherford),Cabernet Sauvignon,smooth spicy wine explode layers cinnamon clove dust sugary plum black cherry powerful weight degree ripeness core finish soft lengthy vanilla oak
2201,2201,US,"This solidly good block selection shows shy aromas of dark red and purple fruit with a touch of earth and asphalt. The palate is tart and tight, with a bit of sagebrush nuance.",88,85.0,California,Thomas Fogarty 2012 Henry Ayrton's Block Rapley Trail Vineyard Pinot Noir (Santa Cruz Mountains),Pinot Noir,solidly good block selection show shy aromas dark red purple fruit touch earth asphalt palate tart tight bit sagebrush nuance
2202,2202,US,"Produced by the Terravant facility in Buellton, this shows lots of smoked pork and bacon fat against a boysenberry-fruit frame on the nose. Flavors are quite sanguine, with iron and blood elements, as well as more smoke and some dried herbs.",88,32.0,California,Tines 2013 Petite Sirah (Paso Robles),Petite Sirah,produce terravant facility buellton show lot smoke pork bacon fat boysenberry - fruit frame nose flavor quite sanguine iron blood element well smoke dry herb
2203,2203,US,"A blend of predominantly Merlot and Syrah, this wine offers aromas of raspberries, herbs, plum and vanilla. The flavors are sweet, plump and juicy, delivering a lot of bang for the buck.",88,10.0,Washington,14 Hands 2013 Hot to Trot Red (Columbia Valley (WA)),Red Blend,blend predominantly merlot syrah wine offer aromas raspberry herb plum vanilla flavor sweet plump juicy deliver lot bang buck
2204,2204,US,Vibrant aromas of tangerine and flowers lead to sweet fruit flavors that show persistence. Enjoy it as an apéritif.,88,10.0,Washington,14 Hands 2014 Moscato (Columbia Valley (WA)),Moscato,vibrant aromas tangerine flower lead sweet fruit flavor show persistence enjoy apéritif
2205,2205,Chile,"Nutty aromas of popcorn, buttered toast, peach and apple create a solid nose. This feels lively but also a bit oily. A mix of roasted nut, wood resin and pineapple flavors finish toasty, with racy acidity working as a preservative.",88,20.0,Aconcagua Costa,Arboleda 2014 Chardonnay (Aconcagua Costa),Chardonnay,nutty aromas popcorn butter toast peach apple create solid nose feel lively also bite oily mix roast nut wood resin pineapple flavor finish toasty racy acidity work preservative
2206,2206,US,"With 58% Mourvèdre, 20% Syrah, 20% Grenache and 2% Counoise grapes from the dry-farmed, head-pruned Old Oak Vineyard (formerly Sheep Camp Creek), this wine shows dried black cherries, pencil lead, uncrushed cloves and nutmeg on the nose. The palate is flatter, with cooked cherries as well as other dried purple and red fruits.",88,48.0,California,Lone Madrone 2013 Oveja Negra Red (Paso Robles Willow Creek District),Rhône-style Red Blend,58 mourvèdre 20 syrah 20 grenache 2 counoise grape dry - farm head - prune old oak vineyard formerly sheep camp creek wine show dry black cherry pencil lead uncrushe clove nutmeg nose palate flatter cooked cherry well dry purple red fruit
2207,2207,France,"Generous, sweet pear fruit tumbles out over palate and throat, held carefully in check by fresh zestiness. This is about easy fruit and simple pleasure, held in beautiful balance. Drink soon.",88,19.0,Alsace,Lucien Albrecht 2014 Cuvée Romanus Pinot Gris (Alsace),Pinot Gris,generous sweet pear fruit tumble palate throat hold carefully check fresh zestiness easy fruit simple pleasure hold beautiful balance drink soon
2208,2208,US,"A soft and layered expression of dense black cherry, chocolate and spicy tobacco, this is easy to enjoy and approachable, rich and round. A taste of black licorice dots the finishing moments.",88,75.0,California,Merryvale 2012 Malbec (Napa Valley),Malbec,soft layered expression dense black cherry chocolate spicy tobacco easy enjoy approachable rich round taste black licorice dot finish moment
2209,2209,US,"Dusty and leathery on the rustic nose, this shows slightly sour dried red fruits and anise. The palate is all about earth—sand, clay, dirt, etc.—along with plump, ripe cranberries and cinnamon spice.",88,32.0,California,Mesa Del Sol 2011 Sangiovese (Arroyo Seco),Sangiovese,dusty leathery rustic nose show slightly sour dry red fruit anise palate earth — sand clay dirt etc.—along plump ripe cranberry cinnamon spice
2210,2210,US,"Concentrated in toasted marshmallow and juicy blackberry, this is a large, full-bodied wine marked by puckering tannins that still need time to resolve. Powerfully built, it's big on flavor and intensity, with vanilla on the finish.",88,40.0,California,Murphy-Goode 2012 Reserve Zinfandel (Alexander Valley),Zinfandel,concentrated toasted marshmallow juicy blackberry large full - bodied wine mark pucker tannin still need time resolve powerfully build big flavor intensity vanilla finish
2211,2211,US,"A strong note of grapefruit skin and juice, from ruby red to yellow, melds with crushed chalk and cider on the nose of this bottling. The citrus zest is prominent on the palate, as is more apple cider and a solid pithy grip, proving quite intriguing texturally.",88,,California,Myka 2014 Mitzi Chardonnay (Monterey County),Chardonnay,strong note grapefruit skin juice ruby red yellow meld crush chalk cider nose bottle citrus zest prominent palate apple cider solid pithy grip prove quite intriguing texturally
2212,2212,France,"Rounded rose and honey notes with inflections of apple and Mirabelle are cut very pleasingly by the citric freshness of tangerine peel. This is easy drinking, medium bodied and aromatic.",88,23.0,Alsace,Paul Blanck 2014 Gewurztraminer (Alsace),Gewürztraminer,round rose honey note inflections apple mirabelle cut pleasingly citric freshness tangerine peel easy drinking medium bodied aromatic
2213,2213,Italy,"Produced with dried Garganega grapes, this boasts aromas and flavors of dried apricot, baked apple, citrus zest and toasted sensations. It ends on a note of roasted hazelnut.",88,53.0,Veneto,Pieropan 2011 Le Colombare  (Recioto di Soave),Garganega,produce dry garganega grape boast aroma flavor dry apricot bake apple citrus zest toast sensation end note roasted hazelnut
2214,2214,France,"With a good structure, this is a solid wine from a small vineyard. It is dense with tannins as well as dark berry fruits and fresh acidity at the end. The wine will age well over the next few years, so drink from 2017.",88,,Burgundy,Henri de Villamont 2012 Les Champs Claude  (Santenay),Pinot Noir,good structure solid wine small vineyard dense tannin well dark berry fruit fresh acidity end wine age well next year drink 2017
2215,2215,US,"Lime pith, sharp gray slate, steel and a warmer lemon-curd aroma show on the nose of this wine from a region between Morgan Hill and Gilroy. Apples and pear-skin bitterness mark the palate that grows riper through the sip.",88,30.0,California,Jason-Stephens 2012 Estate Reserve Chardonnay (Santa Clara Valley),Chardonnay,lime pith sharp gray slate steel warm lemon - curd aroma show nose wine region morgan hill gilroy apple pear - skin bitterness mark palate grow riper sip
2216,2216,New Zealand,"This is round and mouthfilling without being fat or blowsy, finishing fairly crisp and dry. Along the way, hints of apple and citrus alternate with almond skin and cinnamon, providing a delicate balance of fruity and savory.",88,17.0,Marlborough,Kim Crawford 2014 Pinot Gris (Marlborough),Pinot Gris,round mouthfilling without fat blowsy finish fairly crisp dry along way hint apple citrus alternate almond skin cinnamon provide delicate balance fruity savory
2217,2217,France,"The mellowness of baked apple envelops all other aromas. While the baked apple is also apparent on the palate, it is pulled into sharp focus by fresh, lively and bright lemon acidity.",88,21.0,Alsace,Kuentz-Bas 2014 Collection Riesling (Alsace),Riesling,mellowness bake apple envelop aromas bake apple also apparent palate pull sharp focus fresh lively bright lemon acidity
2218,2218,Chile,"Herbal, spicy tomato and red-berry aromas come with oak-based coffee notes. This feels full, saucy, fresh and largely complete. The blend is Carignan, Cabernet Sauvignon and Cabernet Franc, with the wine's aromas translating to flavors of stalky berry and coffee. Spice notes and dry tannins push the finish. Drink through 2019.",88,20.0,Maule Valley,Las Casas de Vacquería 2012 Sucesor Red (Maule Valley),Red Blend,herbal spicy tomato red - berry aroma come oak - base coffee note feel full saucy fresh largely complete blend carignan cabernet sauvignon cabernet franc wine aroma translate flavor stalky berry coffee spice note dry tannin push finish drink 2019
2219,2219,Chile,"Despite opening with saucy, earthy, gaseous aromas, this mountain-vineyard Pinot delivers textural balance and modest acidity in support of peppery, toasty, spicy flavors of dried cherry, tomato and earth. A mildly spicy, round finish provides for a good ending.",88,17.0,Maipo Valley,William Fèvre 2013 Espino Pinot Noir (Maipo Valley),Pinot Noir,despite open saucy earthy gaseous aromas mountain - vineyard pinot deliver textural balance modest acidity support peppery toasty spicy flavor dry cherry tomato earth mildly spicy round finish provide good ending
2220,2220,US,"This is tropical, boisterous rendition of the grape, with heavy tuberose, white lily, peach and apple-blossom aromas. The palate combines honeysuckle, ripe apple flesh and pineapple-guava flavors.",88,24.0,California,Zinke 2013 Viognier (Santa Barbara County),Viognier,tropical boisterous rendition grape heavy tuberose white lily peach apple - blossom aromas palate combine honeysuckle ripe apple flesh pineapple - guava flavor
2221,2221,US,"Warm aromas of red cherries, star anise and cinnamon greet the nose with inviting brown spice scents on this entry-level bottling. Cinnamon, cranberry and black plum show on the palate, along with pencil-lead minerality and a tart plum-skin finish.",88,14.0,California,Hahn 2014 Pinot Noir (Monterey County),Pinot Noir,warm aromas red cherries star anise cinnamon greet nose invite brown spice scent entry - level bottle cinnamon cranberry black plum show palate along pencil - lead minerality tart plum - skin finish
2222,2222,US,"The toast, freshly ground coffee, dark chocolate and cherry aromas pop. Plum and chocolate flavors are smooth in feel and linger on the finish.",88,12.0,Washington,Columbia Crest 2013 Grand Estates Merlot (Columbia Valley (WA)),Merlot,toast freshly grind coffee dark chocolate cherry aromas pop plum chocolate flavor smooth feel linger finish
2223,2223,US,"Shrouds of leafy herbs and savory stems lend a fresh tone to this brisk yet fruity, concentrated Cab. Crisp blackberry and currant flavors shine bright and pert on the palate, framed squarely by lingering strikes of tannin and acidity.",88,15.0,New York,Fulkerson 2012 Cabernet Sauvignon (Finger Lakes),Cabernet Sauvignon,shroud leafy herb savory stem lend fresh tone brisk yet fruity concentrate cab crisp blackberry currant flavor shine bright pert palate frame squarely linger strike tannin acidity
2224,2224,Italy,Opens with dark concentration and extra flesh and density in terms of texture. There's an extra padding of softness that helps buffer the vintage's high acidity and natural firmness. Not ready to drink for another 10 years at least.,94,92.0,Tuscany,Fornacina 2006 Riserva  (Brunello di Montalcino),Sangiovese Grosso,open dark concentration extra flesh density term texture extra padding softness help buffer vintage high acidity natural firmness ready drink another 10 year least
2225,2225,Italy,"A rich and sophisticated wine, with loads of dark fruit and exotic spice. It's bright ruby-garnet appearance, with bright acidity and a fresh, lively finish.",94,85.0,Tuscany,San Polino 2006 Riserva  (Brunello di Montalcino),Sangiovese Grosso,rich sophisticated wine load dark fruit exotic spice bright ruby - garnet appearance bright acidity fresh lively finish
2226,2226,Italy,"Tenuta di Sesta is run by a perfect father-mother-daughter-son team and is located in one of the least-traveled corners of Montalcino. The 2007 Brunello delivers sweet oak tones that drive the initial bouquet and are soon followed by bright cherry, vanilla bean, sweet mocha and rum cake. Pretty balsam notes at the back will undoubtedly increase and evolve with age. Cellar this wine 10 years.",94,90.0,Tuscany,Tenuta di Sesta 2007  Brunello di Montalcino,Sangiovese Grosso,tenuta di sesta run perfect father - mother - daughter - son team locate one least - travel corner montalcino 2007 brunello deliver sweet oak tone drive initial bouquet soon follow bright cherry vanilla bean sweet mocha rum cake pretty balsam note back undoubtedly increase evolve age cellar wine 10 year
2227,2227,France,"At this stage, the wine is all dark structure and very firm. It will need time to develop its full potential as an intensely rich wine. Concentrated and firm, it is powered by tannins as well as sweet red fruits. So age for five years at least.",94,85.0,Burgundy,Louis Jadot 2009 Petite Chapelle Premier Cru  (Gevrey-Chambertin),Pinot Noir,stage wine dark structure firm need time develop full potential intensely rich wine concentrate firm power tannin well sweet red fruit age five year least
2228,2228,Italy,"The ripe fruit element is perfectly contained and just short of seeming overdone or jammy. It's soft and round, with loads of oak-driven spice, like cinnamon and ground clove, and plump tones of red cherry, blackberry and plum. What's really nice is the freshness and overall supple texture.",94,70.0,Tuscany,Máté 2007  Brunello di Montalcino,Sangiovese Grosso,ripe fruit element perfectly contain short seem overdone jammy soft round load oak - drive spice like cinnamon ground clove plump tone red cherry blackberry plum really nice freshness overall supple texture
